,national_id,main_name,hp,attack,defense,spatk,spdef,speed,ref,count_form
396,320,Wailmer,130,70,35,70,35,60,/pokedex/wailmer,1
397,321,Wailord,170,90,45,90,45,60,/pokedex/wailord,1
398,322,Numel,60,60,40,65,45,35,/pokedex/numel,1
399,323,Camerupt,70,100,70,105,75,40,/pokedex/camerupt,2
400,323,Mega Camerupt,70,120,100,145,105,20,/pokedex/camerupt,2
401,324,Torkoal,70,85,140,85,70,20,/pokedex/torkoal,1
402,325,Spoink,60,25,35,70,80,60,/pokedex/spoink,1
403,326,Grumpig,80,45,65,90,110,80,/pokedex/grumpig,1
404,327,Spinda,60,60,60,60,60,60,/pokedex/spinda,1
405,328,Trapinch,45,100,45,45,45,10,/pokedex/trapinch,1
406,329,Vibrava,50,70,50,50,50,70,/pokedex/vibrava,1
407,330,Flygon,80,100,80,80,80,100,/pokedex/flygon,1
408,331,Cacnea,50,85,40,85,40,35,/pokedex/cacnea,1
409,332,Cacturne,70,115,60,115,60,55,/pokedex/cacturne,1
410,333,Swablu,45,40,60,40,75,50,/pokedex/swablu,1
411,334,Altaria,75,70,90,70,105,80,/pokedex/altaria,2
412,334,Mega Altaria,75,110,110,110,105,80,/pokedex/altaria,2
413,335,Zangoose,73,115,60,60,60,90,/pokedex/zangoose,1
414,336,Seviper,73,100,60,100,60,65,/pokedex/seviper,1
415,337,Lunatone,90,55,65,95,85,70,/pokedex/lunatone,1
416,338,Solrock,90,95,85,55,65,70,/pokedex/solrock,1
417,339,Barboach,50,48,43,46,41,60,/pokedex/barboach,1
418,340,Whiscash,110,78,73,76,71,60,/pokedex/whiscash,1
419,341,Corphish,43,80,65,50,35,35,/pokedex/corphish,1
420,342,Crawdaunt,63,120,85,90,55,55,/pokedex/crawdaunt,1
421,343,Baltoy,40,40,55,40,70,55,/pokedex/baltoy,1
422,344,Claydol,60,70,105,70,120,75,/pokedex/claydol,1
423,345,Lileep,66,41,77,61,87,23,/pokedex/lileep,1
424,346,Cradily,86,81,97,81,107,43,/pokedex/cradily,1
425,347,Anorith,45,95,50,40,50,75,/pokedex/anorith,1
426,348,Armaldo,75,125,100,70,80,45,/pokedex/armaldo,1
427,349,Feebas,20,15,20,10,55,80,/pokedex/feebas,1
428,350,Milotic,95,60,79,100,125,81,/pokedex/milotic,1
429,351,Castform,70,70,70,70,70,70,/pokedex/castform,4
430,351,Sunny Form,70,70,70,70,70,70,/pokedex/castform,4
431,351,Rainy Form,70,70,70,70,70,70,/pokedex/castform,4
432,351,Snowy Form,70,70,70,70,70,70,/pokedex/castform,4
433,352,Kecleon,60,90,70,60,120,40,/pokedex/kecleon,1
434,353,Shuppet,44,75,35,63,33,45,/pokedex/shuppet,1
435,354,Banette,64,115,65,83,63,65,/pokedex/banette,2
436,354,Mega Banette,64,165,75,93,83,75,/pokedex/banette,2
437,355,Duskull,20,40,90,30,90,25,/pokedex/duskull,1
438,356,Dusclops,40,70,130,60,130,25,/pokedex/dusclops,1
439,357,Tropius,99,68,83,72,87,51,/pokedex/tropius,1
440,358,Chimecho,75,50,80,95,90,65,/pokedex/chimecho,1
441,359,Absol,65,130,60,75,60,75,/pokedex/absol,2
442,359,Mega Absol,65,150,60,115,60,115,/pokedex/absol,2
443,360,Wynaut,95,23,48,23,48,23,/pokedex/wynaut,1
444,361,Snorunt,50,50,50,50,50,50,/pokedex/snorunt,1
445,362,Glalie,80,80,80,80,80,80,/pokedex/glalie,2
446,362,Mega Glalie,80,120,80,120,80,100,/pokedex/glalie,2
447,363,Spheal,70,40,50,55,50,25,/pokedex/spheal,1
448,364,Sealeo,90,60,70,75,70,45,/pokedex/sealeo,1
449,365,Walrein,110,80,90,95,90,65,/pokedex/walrein,1
450,366,Clamperl,35,64,85,74,55,32,/pokedex/clamperl,1
451,367,Huntail,55,104,105,94,75,52,/pokedex/huntail,1
452,368,Gorebyss,55,84,105,114,75,52,/pokedex/gorebyss,1
453,369,Relicanth,100,90,130,45,65,55,/pokedex/relicanth,1
454,370,Luvdisc,43,30,55,40,65,97,/pokedex/luvdisc,1
455,371,Bagon,45,75,60,40,30,50,/pokedex/bagon,1
456,372,Shelgon,65,95,100,60,50,50,/pokedex/shelgon,1
457,373,Salamence,95,135,80,110,80,100,/pokedex/salamence,2
458,373,Mega Salamence,95,145,130,120,90,120,/pokedex/salamence,2
459,374,Beldum,40,55,80,35,60,30,/pokedex/beldum,1
460,375,Metang,60,75,100,55,80,50,/pokedex/metang,1
461,376,Metagross,80,135,130,95,90,70,/pokedex/metagross,2
462,376,Mega Metagross,80,145,150,105,110,110,/pokedex/metagross,2
463,377,Regirock,80,100,200,50,100,50,/pokedex/regirock,1
464,378,Regice,80,50,100,100,200,50,/pokedex/regice,1
465,379,Registeel,80,75,150,75,150,50,/pokedex/registeel,1
466,380,Latias,80,80,90,110,130,110,/pokedex/latias,2
467,380,Mega Latias,80,100,120,140,150,110,/pokedex/latias,2
468,381,Latios,80,90,80,130,110,110,/pokedex/latios,2
469,381,Mega Latios,80,130,100,160,120,110,/pokedex/latios,2
470,382,Kyogre,100,100,90,150,140,90,/pokedex/kyogre,2
471,382,Primal Kyogre,100,150,90,180,160,90,/pokedex/kyogre,2
472,383,Groudon,100,150,140,100,90,90,/pokedex/groudon,2
473,383,Primal Groudon,100,180,160,150,90,90,/pokedex/groudon,2
474,384,Rayquaza,105,150,90,150,90,95,/pokedex/rayquaza,2
475,384,Mega Rayquaza,105,180,100,180,100,115,/pokedex/rayquaza,2
476,385,Jirachi,100,100,100,100,100,100,/pokedex/jirachi,1
477,386,Normal Forme,50,150,50,150,50,150,/pokedex/deoxys,4
478,386,Attack Forme,50,180,20,180,20,150,/pokedex/deoxys,4
479,386,Defense Forme,50,70,160,70,160,90,/pokedex/deoxys,4
480,386,Speed Forme,50,95,90,95,90,180,/pokedex/deoxys,4
481,387,Turtwig,55,68,64,45,55,31,/pokedex/turtwig,1
482,388,Grotle,75,89,85,55,65,36,/pokedex/grotle,1
483,389,Torterra,95,109,105,75,85,56,/pokedex/torterra,1
484,390,Chimchar,44,58,44,58,44,61,/pokedex/chimchar,1
485,391,Monferno,64,78,52,78,52,81,/pokedex/monferno,1
486,392,Infernape,76,104,71,104,71,108,/pokedex/infernape,1
487,393,Piplup,53,51,53,61,56,40,/pokedex/piplup,1
488,394,Prinplup,64,66,68,81,76,50,/pokedex/prinplup,1
489,395,Empoleon,84,86,88,111,101,60,/pokedex/empoleon,1
490,396,Starly,40,55,30,30,30,60,/pokedex/starly,1
491,397,Staravia,55,75,50,40,40,80,/pokedex/staravia,1
492,398,Staraptor,85,120,70,50,60,100,/pokedex/staraptor,1
493,399,Bidoof,59,45,40,35,40,31,/pokedex/bidoof,1
494,400,Bibarel,79,85,60,55,60,71,/pokedex/bibarel,1
495,401,Kricketot,37,25,41,25,41,25,/pokedex/kricketot,1
496,402,Kricketune,77,85,51,55,51,65,/pokedex/kricketune,1
497,403,Shinx,45,65,34,40,34,45,/pokedex/shinx,1
498,404,Luxio,60,85,49,60,49,60,/pokedex/luxio,1
499,405,Luxray,80,120,79,95,79,70,/pokedex/luxray,1
500,406,Budew,40,30,35,50,70,55,/pokedex/budew,1
501,407,Roserade,60,70,65,125,105,90,/pokedex/roserade,1
502,408,Cranidos,67,125,40,30,30,58,/pokedex/cranidos,1
503,409,Rampardos,97,165,60,65,50,58,/pokedex/rampardos,1
504,410,Shieldon,30,42,118,42,88,30,/pokedex/shieldon,1
505,411,Bastiodon,60,52,168,47,138,30,/pokedex/bastiodon,1
506,412,Plant Cloak,40,29,45,29,45,36,/pokedex/burmy,3
507,412,Sandy Cloak,40,29,45,29,45,36,/pokedex/burmy,3
508,412,Trash Cloak,40,29,45,29,45,36,/pokedex/burmy,3
509,413,Plant Cloak,60,59,85,79,105,36,/pokedex/wormadam,3
510,413,Sandy Cloak,60,79,105,59,85,36,/pokedex/wormadam,3
511,413,Trash Cloak,60,69,95,69,95,36,/pokedex/wormadam,3
512,414,Mothim,70,94,50,94,50,66,/pokedex/mothim,1
513,415,Combee,30,30,42,30,42,70,/pokedex/combee,1
514,416,Vespiquen,70,80,102,80,102,40,/pokedex/vespiquen,1
515,417,Pachirisu,60,45,70,45,90,95,/pokedex/pachirisu,1
516,418,Buizel,55,65,35,60,30,85,/pokedex/buizel,1
517,419,Floatzel,85,105,55,85,50,115,/pokedex/floatzel,1
518,420,Cherubi,45,35,45,62,53,35,/pokedex/cherubi,1
519,421,Cherrim,70,60,70,87,78,85,/pokedex/cherrim,1
520,422,Shellos,76,48,48,57,62,34,/pokedex/shellos,1
521,423,Gastrodon,111,83,68,92,82,39,/pokedex/gastrodon,1
522,424,Ambipom,75,100,66,60,66,115,/pokedex/ambipom,1
523,425,Drifloon,90,50,34,60,44,70,/pokedex/drifloon,1
524,426,Drifblim,150,80,44,90,54,80,/pokedex/drifblim,1
525,427,Buneary,55,66,44,44,56,85,/pokedex/buneary,1
526,428,Lopunny,65,76,84,54,96,105,/pokedex/lopunny,2
527,428,Mega Lopunny,65,136,94,54,96,135,/pokedex/lopunny,2
528,429,Mismagius,60,60,60,105,105,105,/pokedex/mismagius,1
529,430,Honchkrow,100,125,52,105,52,71,/pokedex/honchkrow,1
530,431,Glameow,49,55,42,42,37,85,/pokedex/glameow,1
531,432,Purugly,71,82,64,64,59,112,/pokedex/purugly,1
532,433,Chingling,45,30,50,65,50,45,/pokedex/chingling,1
533,434,Stunky,63,63,47,41,41,74,/pokedex/stunky,1
534,435,Skuntank,103,93,67,71,61,84,/pokedex/skuntank,1
535,436,Bronzor,57,24,86,24,86,23,/pokedex/bronzor,1
536,437,Bronzong,67,89,116,79,116,33,/pokedex/bronzong,1
537,438,Bonsly,50,80,95,10,45,10,/pokedex/bonsly,1
538,439,Mime Jr.,20,25,45,70,90,60,/pokedex/mime-jr,1
539,440,Happiny,100,5,5,15,65,30,/pokedex/happiny,1
540,441,Chatot,76,65,45,92,42,91,/pokedex/chatot,1
541,442,Spiritomb,50,92,108,92,108,35,/pokedex/spiritomb,1
542,443,Gible,58,70,45,40,45,42,/pokedex/gible,1
543,444,Gabite,68,90,65,50,55,82,/pokedex/gabite,1
544,445,Garchomp,108,130,95,80,85,102,/pokedex/garchomp,2
545,445,Mega Garchomp,108,170,115,120,95,92,/pokedex/garchomp,2
546,446,Munchlax,135,85,40,40,85,5,/pokedex/munchlax,1
547,447,Riolu,40,70,40,35,40,60,/pokedex/riolu,1
548,448,Lucario,70,110,70,115,70,90,/pokedex/lucario,2
549,448,Mega Lucario,70,145,88,140,70,112,/pokedex/lucario,2
550,449,Hippopotas,68,72,78,38,42,32,/pokedex/hippopotas,1
551,450,Hippowdon,108,112,118,68,72,47,/pokedex/hippowdon,1
552,451,Skorupi,40,50,90,30,55,65,/pokedex/skorupi,1
553,452,Drapion,70,90,110,60,75,95,/pokedex/drapion,1
554,453,Croagunk,48,61,40,61,40,50,/pokedex/croagunk,1
555,454,Toxicroak,83,106,65,86,65,85,/pokedex/toxicroak,1
556,455,Carnivine,74,100,72,90,72,46,/pokedex/carnivine,1
557,456,Finneon,49,49,56,49,61,66,/pokedex/finneon,1
558,457,Lumineon,69,69,76,69,86,91,/pokedex/lumineon,1
559,458,Mantyke,45,20,50,60,120,50,/pokedex/mantyke,1
560,459,Snover,60,62,50,62,60,40,/pokedex/snover,1
561,460,Abomasnow,90,92,75,92,85,60,/pokedex/abomasnow,2
562,460,Mega Abomasnow,90,132,105,132,105,30,/pokedex/abomasnow,2
563,461,Weavile,70,120,65,45,85,125,/pokedex/weavile,1
564,462,Magnezone,70,70,115,130,90,60,/pokedex/magnezone,1
565,463,Lickilicky,110,85,95,80,95,50,/pokedex/lickilicky,1
566,464,Rhyperior,115,140,130,55,55,40,/pokedex/rhyperior,1
567,465,Tangrowth,100,100,125,110,50,50,/pokedex/tangrowth,1
568,466,Electivire,75,123,67,95,85,95,/pokedex/electivire,1
569,467,Magmortar,75,95,67,125,95,83,/pokedex/magmortar,1
570,468,Togekiss,85,50,95,120,115,80,/pokedex/togekiss,1
571,469,Yanmega,86,76,86,116,56,95,/pokedex/yanmega,1
572,470,Leafeon,65,110,130,60,65,95,/pokedex/leafeon,1
573,471,Glaceon,65,60,110,130,95,65,/pokedex/glaceon,1
574,472,Gliscor,75,95,125,45,75,95,/pokedex/gliscor,1
575,473,Mamoswine,110,130,80,70,60,80,/pokedex/mamoswine,1
576,474,Porygon-Z,85,80,70,135,75,90,/pokedex/porygon-z,1
577,475,Gallade,68,125,65,65,115,80,/pokedex/gallade,2
578,475,Mega Gallade,68,165,95,65,115,110,/pokedex/gallade,2
579,476,Probopass,60,55,145,75,150,40,/pokedex/probopass,1
580,477,Dusknoir,45,100,135,65,135,45,/pokedex/dusknoir,1
581,478,Froslass,70,80,70,80,70,110,/pokedex/froslass,1
582,479,Rotom,50,50,77,95,77,91,/pokedex/rotom,6
583,479,Heat Rotom,50,65,107,105,107,86,/pokedex/rotom,6
584,479,Wash Rotom,50,65,107,105,107,86,/pokedex/rotom,6
585,479,Frost Rotom,50,65,107,105,107,86,/pokedex/rotom,6
586,479,Fan Rotom,50,65,107,105,107,86,/pokedex/rotom,6
587,479,Mow Rotom,50,65,107,105,107,86,/pokedex/rotom,6
588,480,Uxie,75,75,130,75,130,95,/pokedex/uxie,1
589,481,Mesprit,80,105,105,105,105,80,/pokedex/mesprit,1
590,482,Azelf,75,125,70,125,70,115,/pokedex/azelf,1
591,483,Dialga,100,120,120,150,100,90,/pokedex/dialga,2
592,483,Origin Forme,100,100,120,150,120,90,/pokedex/dialga,2
593,484,Palkia,90,120,100,150,120,100,/pokedex/palkia,2
594,484,Origin Forme,90,100,100,150,120,120,/pokedex/palkia,2
595,485,Heatran,91,90,106,130,106,77,/pokedex/heatran,1
596,486,Regigigas,110,160,110,80,110,100,/pokedex/regigigas,1
597,487,Altered Forme,150,100,120,100,120,90,/pokedex/giratina,2
598,487,Origin Forme,150,120,100,120,100,90,/pokedex/giratina,2
599,488,Cresselia,120,70,110,75,120,85,/pokedex/cresselia,1
600,489,Phione,80,80,80,80,80,80,/pokedex/phione,1
601,490,Manaphy,100,100,100,100,100,100,/pokedex/manaphy,1
602,491,Darkrai,70,90,90,135,90,125,/pokedex/darkrai,1
603,492,Land Forme,100,100,100,100,100,100,/pokedex/shaymin,2
604,492,Sky Forme,100,103,75,120,75,127,/pokedex/shaymin,2
605,493,Arceus,120,120,120,120,120,120,/pokedex/arceus,1
606,494,Victini,100,100,100,100,100,100,/pokedex/victini,1
607,495,Snivy,45,45,55,45,55,63,/pokedex/snivy,1
608,496,Servine,60,60,75,60,75,83,/pokedex/servine,1
609,497,Serperior,75,75,95,75,95,113,/pokedex/serperior,1
610,498,Tepig,65,63,45,45,45,45,/pokedex/tepig,1
611,499,Pignite,90,93,55,70,55,55,/pokedex/pignite,1
612,500,Emboar,110,123,65,100,65,65,/pokedex/emboar,1
613,501,Oshawott,55,55,45,63,45,45,/pokedex/oshawott,1
614,502,Dewott,75,75,60,83,60,60,/pokedex/dewott,1
615,503,Samurott,95,100,85,108,70,70,/pokedex/samurott,2
616,503,Hisuian Samurott,90,108,80,100,65,85,/pokedex/samurott,2
617,504,Patrat,45,55,39,35,39,42,/pokedex/patrat,1
618,505,Watchog,60,85,69,60,69,77,/pokedex/watchog,1
619,506,Lillipup,45,60,45,25,45,55,/pokedex/lillipup,1
620,507,Herdier,65,80,65,35,65,60,/pokedex/herdier,1
621,508,Stoutland,85,110,90,45,90,80,/pokedex/stoutland,1
622,509,Purrloin,41,50,37,50,37,66,/pokedex/purrloin,1
623,510,Liepard,64,88,50,88,50,106,/pokedex/liepard,1
624,511,Pansage,50,53,48,53,48,64,/pokedex/pansage,1
625,512,Simisage,75,98,63,98,63,101,/pokedex/simisage,1
626,513,Pansear,50,53,48,53,48,64,/pokedex/pansear,1
627,514,Simisear,75,98,63,98,63,101,/pokedex/simisear,1
628,515,Panpour,50,53,48,53,48,64,/pokedex/panpour,1
629,516,Simipour,75,98,63,98,63,101,/pokedex/simipour,1
630,517,Munna,76,25,45,67,55,24,/pokedex/munna,1
631,518,Musharna,116,55,85,107,95,29,/pokedex/musharna,1
632,519,Pidove,50,55,50,36,30,43,/pokedex/pidove,1
633,520,Tranquill,62,77,62,50,42,65,/pokedex/tranquill,1
634,521,Unfezant,80,115,80,65,55,93,/pokedex/unfezant,1
635,522,Blitzle,45,60,32,50,32,76,/pokedex/blitzle,1
636,523,Zebstrika,75,100,63,80,63,116,/pokedex/zebstrika,1
637,524,Roggenrola,55,75,85,25,25,15,/pokedex/roggenrola,1
638,525,Boldore,70,105,105,50,40,20,/pokedex/boldore,1
639,526,Gigalith,85,135,130,60,80,25,/pokedex/gigalith,1
640,527,Woobat,65,45,43,55,43,72,/pokedex/woobat,1
641,528,Swoobat,67,57,55,77,55,114,/pokedex/swoobat,1
642,529,Drilbur,60,85,40,30,45,68,/pokedex/drilbur,1
643,530,Excadrill,110,135,60,50,65,88,/pokedex/excadrill,1
644,531,Audino,103,60,86,60,86,50,/pokedex/audino,2
645,531,Mega Audino,103,60,126,80,126,50,/pokedex/audino,2
646,532,Timburr,75,80,55,25,35,35,/pokedex/timburr,1
647,533,Gurdurr,85,105,85,40,50,40,/pokedex/gurdurr,1
648,534,Conkeldurr,105,140,95,55,65,45,/pokedex/conkeldurr,1
649,535,Tympole,50,50,40,50,40,64,/pokedex/tympole,1
650,536,Palpitoad,75,65,55,65,55,69,/pokedex/palpitoad,1
651,537,Seismitoad,105,95,75,85,75,74,/pokedex/seismitoad,1
652,538,Throh,120,100,85,30,85,45,/pokedex/throh,1
653,539,Sawk,75,125,75,30,75,85,/pokedex/sawk,1
654,540,Sewaddle,45,53,70,40,60,42,/pokedex/sewaddle,1
655,541,Swadloon,55,63,90,50,80,42,/pokedex/swadloon,1
656,542,Leavanny,75,103,80,70,80,92,/pokedex/leavanny,1
657,543,Venipede,30,45,59,30,39,57,/pokedex/venipede,1
658,544,Whirlipede,40,55,99,40,79,47,/pokedex/whirlipede,1
659,545,Scolipede,60,100,89,55,69,112,/pokedex/scolipede,1
660,546,Cottonee,40,27,60,37,50,66,/pokedex/cottonee,1
661,547,Whimsicott,60,67,85,77,75,116,/pokedex/whimsicott,1
662,548,Petilil,45,35,50,70,50,30,/pokedex/petilil,1
663,549,Lilligant,70,60,75,110,75,90,/pokedex/lilligant,2
664,549,Hisuian Lilligant,70,105,75,50,75,105,/pokedex/lilligant,2
665,550,Red-Striped Form,70,92,65,80,55,98,/pokedex/basculin,3
666,550,Blue-Striped Form,70,92,65,80,55,98,/pokedex/basculin,3
667,550,White-Striped Form,70,92,65,80,55,98,/pokedex/basculin,3
668,551,Sandile,50,72,35,35,35,65,/pokedex/sandile,1
669,552,Krokorok,60,82,45,45,45,74,/pokedex/krokorok,1
670,553,Krookodile,95,117,80,65,70,92,/pokedex/krookodile,1
671,554,Darumaka,70,90,45,15,45,50,/pokedex/darumaka,2
672,554,Galarian Darumaka,70,90,45,15,45,50,/pokedex/darumaka,2
673,555,Standard Mode,105,140,55,30,55,95,/pokedex/darmanitan,4
674,555,Zen Mode,105,30,105,140,105,55,/pokedex/darmanitan,4
675,555,Galarian Standard Mode,105,140,55,30,55,95,/pokedex/darmanitan,4
676,555,Galarian Zen Mode,105,160,55,30,55,135,/pokedex/darmanitan,4
677,556,Maractus,75,86,67,106,67,60,/pokedex/maractus,1
678,557,Dwebble,50,65,85,35,35,55,/pokedex/dwebble,1
679,558,Crustle,70,105,125,65,75,45,/pokedex/crustle,1
680,559,Scraggy,50,75,70,35,70,48,/pokedex/scraggy,1
681,560,Scrafty,65,90,115,45,115,58,/pokedex/scrafty,1
682,561,Sigilyph,72,58,80,103,80,97,/pokedex/sigilyph,1
683,562,Yamask,38,30,85,55,65,30,/pokedex/yamask,2
684,562,Galarian Yamask,38,55,85,30,65,30,/pokedex/yamask,2
685,563,Cofagrigus,58,50,145,95,105,30,/pokedex/cofagrigus,1
686,564,Tirtouga,54,78,103,53,45,22,/pokedex/tirtouga,1
687,565,Carracosta,74,108,133,83,65,32,/pokedex/carracosta,1
688,566,Archen,55,112,45,74,45,70,/pokedex/archen,1
689,567,Archeops,75,140,65,112,65,110,/pokedex/archeops,1
690,568,Trubbish,50,50,62,40,62,65,/pokedex/trubbish,1
691,569,Garbodor,80,95,82,60,82,75,/pokedex/garbodor,1
692,570,Zorua,40,65,40,80,40,65,/pokedex/zorua,2
693,570,Hisuian Zorua,35,60,40,85,40,70,/pokedex/zorua,2
694,571,Zoroark,60,105,60,120,60,105,/pokedex/zoroark,2
695,571,Hisuian Zoroark,60,105,60,120,60,105,/pokedex/zoroark,2
696,572,Minccino,55,50,40,40,40,75,/pokedex/minccino,1
697,573,Cinccino,75,95,60,65,60,115,/pokedex/cinccino,1
698,574,Gothita,45,30,50,55,65,45,/pokedex/gothita,1
699,575,Gothorita,60,45,70,75,85,55,/pokedex/gothorita,1
700,576,Gothitelle,70,55,95,95,110,65,/pokedex/gothitelle,1
701,577,Solosis,45,30,40,105,50,20,/pokedex/solosis,1
702,578,Duosion,65,40,50,125,60,30,/pokedex/duosion,1
703,579,Reuniclus,110,65,75,125,85,30,/pokedex/reuniclus,1
704,580,Ducklett,62,44,50,44,50,55,/pokedex/ducklett,1
705,581,Swanna,75,87,63,87,63,98,/pokedex/swanna,1
706,582,Vanillite,36,50,50,65,60,44,/pokedex/vanillite,1
707,583,Vanillish,51,65,65,80,75,59,/pokedex/vanillish,1
708,584,Vanilluxe,71,95,85,110,95,79,/pokedex/vanilluxe,1
709,585,Deerling,60,60,50,40,50,75,/pokedex/deerling,1
710,586,Sawsbuck,80,100,70,60,70,95,/pokedex/sawsbuck,1
711,587,Emolga,55,75,60,75,60,103,/pokedex/emolga,1
712,588,Karrablast,50,75,45,40,45,60,/pokedex/karrablast,1
713,589,Escavalier,70,135,105,60,105,20,/pokedex/escavalier,1
714,590,Foongus,69,55,45,55,55,15,/pokedex/foongus,1
715,591,Amoonguss,114,85,70,85,80,30,/pokedex/amoonguss,1
716,592,Frillish,55,40,50,65,85,40,/pokedex/frillish,1
717,593,Jellicent,100,60,70,85,105,60,/pokedex/jellicent,1
718,594,Alomomola,165,75,80,40,45,65,/pokedex/alomomola,1
719,595,Joltik,50,47,50,57,50,65,/pokedex/joltik,1
720,596,Galvantula,70,77,60,97,60,108,/pokedex/galvantula,1
721,597,Ferroseed,44,50,91,24,86,10,/pokedex/ferroseed,1
722,598,Ferrothorn,74,94,131,54,116,20,/pokedex/ferrothorn,1
723,599,Klink,40,55,70,45,60,30,/pokedex/klink,1
724,600,Klang,60,80,95,70,85,50,/pokedex/klang,1
725,601,Klinklang,60,100,115,70,85,90,/pokedex/klinklang,1
726,602,Tynamo,35,55,40,45,40,60,/pokedex/tynamo,1
727,603,Eelektrik,65,85,70,75,70,40,/pokedex/eelektrik,1
728,604,Eelektross,85,115,80,105,80,50,/pokedex/eelektross,1
729,605,Elgyem,55,55,55,85,55,30,/pokedex/elgyem,1
730,606,Beheeyem,75,75,75,125,95,40,/pokedex/beheeyem,1
731,607,Litwick,50,30,55,65,55,20,/pokedex/litwick,1
732,608,Lampent,60,40,60,95,60,55,/pokedex/lampent,1
733,609,Chandelure,60,55,90,145,90,80,/pokedex/chandelure,1
734,610,Axew,46,87,60,30,40,57,/pokedex/axew,1
735,611,Fraxure,66,117,70,40,50,67,/pokedex/fraxure,1
736,612,Haxorus,76,147,90,60,70,97,/pokedex/haxorus,1
737,613,Cubchoo,55,70,40,60,40,40,/pokedex/cubchoo,1
738,614,Beartic,95,130,80,70,80,50,/pokedex/beartic,1
739,615,Cryogonal,80,50,50,95,135,105,/pokedex/cryogonal,1
740,616,Shelmet,50,40,85,40,65,25,/pokedex/shelmet,1
741,617,Accelgor,80,70,40,100,60,145,/pokedex/accelgor,1
742,618,Stunfisk,109,66,84,81,99,32,/pokedex/stunfisk,2
743,618,Galarian Stunfisk,109,81,99,66,84,32,/pokedex/stunfisk,2
744,619,Mienfoo,45,85,50,55,50,65,/pokedex/mienfoo,1
745,620,Mienshao,65,125,60,95,60,105,/pokedex/mienshao,1
746,621,Druddigon,77,120,90,60,90,48,/pokedex/druddigon,1
747,622,Golett,59,74,50,35,50,35,/pokedex/golett,1
748,623,Golurk,89,124,80,55,80,55,/pokedex/golurk,1
749,624,Pawniard,45,85,70,40,40,60,/pokedex/pawniard,1
750,625,Bisharp,65,125,100,60,70,70,/pokedex/bisharp,1
751,626,Bouffalant,95,110,95,40,95,55,/pokedex/bouffalant,1
752,627,Rufflet,70,83,50,37,50,60,/pokedex/rufflet,1
753,628,Braviary,100,123,75,57,75,80,/pokedex/braviary,2
754,628,Hisuian Braviary,110,83,70,112,70,65,/pokedex/braviary,2
755,629,Vullaby,70,55,75,45,65,60,/pokedex/vullaby,1
756,630,Mandibuzz,110,65,105,55,95,80,/pokedex/mandibuzz,1
757,631,Heatmor,85,97,66,105,66,65,/pokedex/heatmor,1
758,632,Durant,58,109,112,48,48,109,/pokedex/durant,1
759,633,Deino,52,65,50,45,50,38,/pokedex/deino,1
760,634,Zweilous,72,85,70,65,70,58,/pokedex/zweilous,1
761,635,Hydreigon,92,105,90,125,90,98,/pokedex/hydreigon,1
762,636,Larvesta,55,85,55,50,55,60,/pokedex/larvesta,1
763,637,Volcarona,85,60,65,135,105,100,/pokedex/volcarona,1
764,638,Cobalion,91,90,129,90,72,108,/pokedex/cobalion,1
765,639,Terrakion,91,129,90,72,90,108,/pokedex/terrakion,1
766,640,Virizion,91,90,72,90,129,108,/pokedex/virizion,1
767,641,Incarnate Forme,79,115,70,125,80,111,/pokedex/tornadus,2
768,641,Therian Forme,79,100,80,110,90,121,/pokedex/tornadus,2
769,642,Incarnate Forme,79,115,70,125,80,111,/pokedex/thundurus,2
770,642,Therian Forme,79,105,70,145,80,101,/pokedex/thundurus,2
771,643,Reshiram,100,120,100,150,120,90,/pokedex/reshiram,1
772,644,Zekrom,100,150,120,120,100,90,/pokedex/zekrom,1
773,645,Incarnate Forme,89,125,90,115,80,101,/pokedex/landorus,2
774,645,Therian Forme,89,145,90,105,80,91,/pokedex/landorus,2
775,646,Kyurem,125,130,90,130,90,95,/pokedex/kyurem,3
776,646,White Kyurem,125,120,90,170,100,95,/pokedex/kyurem,3
777,646,Black Kyurem,125,170,100,120,90,95,/pokedex/kyurem,3
778,647,Ordinary Form,91,72,90,129,90,108,/pokedex/keldeo,2
779,647,Resolute Form,91,72,90,129,90,108,/pokedex/keldeo,2
780,648,Aria Forme,100,77,77,128,128,90,/pokedex/meloetta,2
781,648,Pirouette Forme,100,128,90,77,77,128,/pokedex/meloetta,2
782,649,Genesect,71,120,95,120,95,99,/pokedex/genesect,1
783,650,Chespin,56,61,65,48,45,38,/pokedex/chespin,1
784,651,Quilladin,61,78,95,56,58,57,/pokedex/quilladin,1
785,652,Chesnaught,88,107,122,74,75,64,/pokedex/chesnaught,1
786,653,Fennekin,40,45,40,62,60,60,/pokedex/fennekin,1
787,654,Braixen,59,59,58,90,70,73,/pokedex/braixen,1
788,655,Delphox,75,69,72,114,100,104,/pokedex/delphox,1
789,656,Froakie,41,56,40,62,44,71,/pokedex/froakie,1
790,657,Frogadier,54,63,52,83,56,97,/pokedex/frogadier,1
791,658,Greninja,72,95,67,103,71,122,/pokedex/greninja,2
792,658,Ash-Greninja,72,145,67,153,71,132,/pokedex/greninja,2
793,659,Bunnelby,38,36,38,32,36,57,/pokedex/bunnelby,1
794,660,Diggersby,85,56,77,50,77,78,/pokedex/diggersby,1
795,661,Fletchling,45,50,43,40,38,62,/pokedex/fletchling,1
796,662,Fletchinder,62,73,55,56,52,84,/pokedex/fletchinder,1
797,663,Talonflame,78,81,71,74,69,126,/pokedex/talonflame,1
